
0it [00:00, ?it/s]
 65%|██████▍   | 3068/4744 [06:29<03:01,  9.24it/s]
 65%|██████▍   | 3070/4744 [06:29<02:59,  9.32it/s]
 65%|██████▍   | 3071/4744 [06:29<03:11,  8.73it/s]
 65%|██████▍   | 3072/4744 [06:29<03:18,  8.43it/s]
 65%|██████▍   | 3074/4744 [06:29<03:09,  8.83it/s]
 65%|██████▍   | 3075/4744 [06:29<03:21,  8.27it/s]
 65%|██████▍   | 3077/4744 [06:30<03:21,  8.28it/s]
 65%|██████▍   | 3078/4744 [06:30<03:27,  8.04it/s]
 65%|██████▍   | 3079/4744 [06:30<03:40,  7.55it/s]
 65%|██████▍   | 3081/4744 [06:30<03:30,  7.88it/s]
 65%|██████▍   | 3082/4744 [06:30<03:46,  7.35it/s]
 65%|██████▍   | 3083/4744 [06:30<03:48,  7.27it/s]
 65%|██████▌   | 3085/4744 [06:31<03:29,  7.94it/s]
 65%|██████▌   | 3086/4744 [06:31<03:41,  7.48it/s]
 65%|██████▌   | 3087/4744 [06:31<03:40,  7.50it/s]
 65%|██████▌   | 3088/4744 [06:31<03:48,  7.26it/s]
 65%|██████▌   | 3089/4744 [06:31<04:43,  5.84it/s]
 65%|██████▌   | 3090/4744 [06:31<04:27,  6.19it/s]
 65%|██████▌   | 3091/4744 [06:32<04:05,  6.73it/s]
 65%|██████▌   | 3092/4744 [06:32<04:12,  6.55it/s]
 65%|██████▌   | 3093/4744 [06:32<04:14,  6.48it/s]
 65%|██████▌   | 3094/4744 [06:32<04:23,  6.26it/s]
 65%|██████▌   | 3095/4744 [06:32<04:11,  6.55it/s]
 65%|██████▌   | 3096/4744 [06:32<04:08,  6.62it/s]
 65%|██████▌   | 3097/4744 [06:32<04:03,  6.77it/s]
 65%|██████▌   | 3099/4744 [06:33<03:21,  8.18it/s]
 65%|██████▌   | 3100/4744 [06:33<03:16,  8.37it/s]
 65%|██████▌   | 3102/4744 [06:33<02:53,  9.46it/s]
 65%|██████▌   | 3104/4744 [06:33<03:10,  8.60it/s]
 65%|██████▌   | 3105/4744 [06:33<03:31,  7.76it/s]
 65%|██████▌   | 3107/4744 [06:34<03:23,  8.05it/s]
 66%|██████▌   | 3108/4744 [06:34<04:01,  6.78it/s]
 66%|██████▌   | 3109/4744 [06:34<04:47,  5.68it/s]
 66%|██████▌   | 3110/4744 [06:34<04:12,  6.48it/s]
 66%|██████▌   | 3111/4744 [06:34<04:15,  6.39it/s]
 66%|██████▌   | 3112/4744 [06:34<04:11,  6.48it/s]
 66%|██████▌   | 3113/4744 [06:35<03:56,  6.89it/s]
 66%|██████▌   | 3115/4744 [06:35<03:39,  7.43it/s]
 66%|██████▌   | 3116/4744 [06:35<03:45,  7.21it/s]
 66%|██████▌   | 3117/4744 [06:35<03:51,  7.04it/s]
 66%|██████▌   | 3118/4744 [06:35<03:40,  7.39it/s]
 66%|██████▌   | 3119/4744 [06:35<03:54,  6.93it/s]
 66%|██████▌   | 3120/4744 [06:36<04:24,  6.13it/s]
 66%|██████▌   | 3122/4744 [06:36<04:09,  6.50it/s]
 66%|██████▌   | 3123/4744 [06:36<04:32,  5.95it/s]
 66%|██████▌   | 3124/4744 [06:36<05:52,  4.59it/s]
 66%|██████▌   | 3125/4744 [06:36<05:03,  5.34it/s]
 66%|██████▌   | 3126/4744 [06:37<04:43,  5.70it/s]
 66%|██████▌   | 3127/4744 [06:37<04:22,  6.17it/s]
 66%|██████▌   | 3128/4744 [06:37<04:14,  6.34it/s]
 66%|██████▌   | 3129/4744 [06:37<03:51,  6.98it/s]
 66%|██████▌   | 3130/4744 [06:37<04:10,  6.43it/s]
 66%|██████▌   | 3131/4744 [06:37<03:58,  6.75it/s]
 66%|██████▌   | 3132/4744 [06:37<03:51,  6.97it/s]
 66%|██████▌   | 3133/4744 [06:38<03:44,  7.18it/s]
 66%|██████▌   | 3134/4744 [06:38<04:26,  6.05it/s]
 66%|██████▌   | 3135/4744 [06:38<04:34,  5.85it/s]
 66%|██████▌   | 3136/4744 [06:38<04:27,  6.01it/s]
 66%|██████▌   | 3137/4744 [06:38<03:55,  6.81it/s]
 66%|██████▌   | 3138/4744 [06:38<04:01,  6.66it/s]
 66%|██████▌   | 3139/4744 [06:39<03:52,  6.89it/s]
 66%|██████▌   | 3140/4744 [06:39<03:53,  6.86it/s]
 66%|██████▌   | 3142/4744 [06:39<03:39,  7.31it/s]
 66%|██████▋   | 3143/4744 [06:39<03:42,  7.21it/s]
 66%|██████▋   | 3144/4744 [06:39<03:45,  7.09it/s]
 66%|██████▋   | 3146/4744 [06:39<03:30,  7.59it/s]
 66%|██████▋   | 3147/4744 [06:40<03:39,  7.28it/s]
 66%|██████▋   | 3148/4744 [06:40<03:47,  7.02it/s]
 66%|██████▋   | 3150/4744 [06:40<03:33,  7.48it/s]
 66%|██████▋   | 3151/4744 [06:40<03:46,  7.03it/s]
 66%|██████▋   | 3152/4744 [06:40<04:00,  6.61it/s]
 66%|██████▋   | 3154/4744 [06:40<03:45,  7.06it/s]
 67%|██████▋   | 3155/4744 [06:41<04:01,  6.59it/s]
 67%|██████▋   | 3156/4744 [06:41<04:03,  6.51it/s]
 67%|██████▋   | 3157/4744 [06:41<03:38,  7.26it/s]
 67%|██████▋   | 3158/4744 [06:41<03:47,  6.98it/s]
 67%|██████▋   | 3159/4744 [06:41<03:43,  7.10it/s]
 67%|██████▋   | 3160/4744 [06:41<03:42,  7.10it/s]
 67%|██████▋   | 3162/4744 [06:42<03:21,  7.87it/s]
 67%|██████▋   | 3163/4744 [06:42<03:29,  7.56it/s]
 67%|██████▋   | 3164/4744 [06:42<03:29,  7.53it/s]
 67%|██████▋   | 3166/4744 [06:42<03:15,  8.07it/s]
 67%|██████▋   | 3167/4744 [06:42<03:13,  8.15it/s]
 67%|██████▋   | 3168/4744 [06:42<03:15,  8.08it/s]
 67%|██████▋   | 3170/4744 [06:43<03:07,  8.40it/s]
 67%|██████▋   | 3171/4744 [06:43<03:12,  8.16it/s]
 67%|██████▋   | 3172/4744 [06:43<03:13,  8.14it/s]
 67%|██████▋   | 3174/4744 [06:43<02:54,  8.97it/s]
 67%|██████▋   | 3175/4744 [06:43<03:08,  8.32it/s]
 67%|██████▋   | 3176/4744 [06:43<03:13,  8.12it/s]
 67%|██████▋   | 3177/4744 [06:43<03:15,  8.00it/s]
 67%|██████▋   | 3178/4744 [06:43<03:29,  7.49it/s]
 67%|██████▋   | 3179/4744 [06:44<03:58,  6.57it/s]
 67%|██████▋   | 3180/4744 [06:44<04:01,  6.47it/s]
 67%|██████▋   | 3182/4744 [06:44<03:36,  7.22it/s]
 67%|██████▋   | 3183/4744 [06:44<03:39,  7.11it/s]
 67%|██████▋   | 3184/4744 [06:44<03:22,  7.71it/s]
 67%|██████▋   | 3186/4744 [06:45<03:21,  7.74it/s]
 67%|██████▋   | 3187/4744 [06:45<03:28,  7.48it/s]
 67%|██████▋   | 3188/4744 [06:45<03:36,  7.20it/s]
 67%|██████▋   | 3190/4744 [06:45<03:24,  7.59it/s]
 67%|██████▋   | 3191/4744 [06:45<03:26,  7.51it/s]
 67%|██████▋   | 3192/4744 [06:45<04:06,  6.30it/s]
 67%|██████▋   | 3193/4744 [06:46<03:55,  6.58it/s]
 67%|██████▋   | 3195/4744 [06:46<03:42,  6.95it/s]
 67%|██████▋   | 3196/4744 [06:46<03:57,  6.52it/s]
 67%|██████▋   | 3197/4744 [06:46<03:41,  6.99it/s]
 67%|██████▋   | 3199/4744 [06:46<03:58,  6.47it/s]
 67%|██████▋   | 3200/4744 [06:47<04:08,  6.21it/s]
 67%|██████▋   | 3201/4744 [06:47<04:11,  6.14it/s]
 67%|██████▋   | 3202/4744 [06:47<04:03,  6.33it/s]
 68%|██████▊   | 3203/4744 [06:47<03:55,  6.53it/s]
 68%|██████▊   | 3204/4744 [06:47<03:42,  6.92it/s]
 68%|██████▊   | 3205/4744 [06:47<03:58,  6.45it/s]
 68%|██████▊   | 3206/4744 [06:48<03:40,  6.96it/s]
 68%|██████▊   | 3207/4744 [06:48<04:03,  6.32it/s]
 68%|██████▊   | 3208/4744 [06:48<03:53,  6.58it/s]
 68%|██████▊   | 3209/4744 [06:48<03:55,  6.52it/s]
 68%|██████▊   | 3210/4744 [06:48<03:51,  6.63it/s]
 68%|██████▊   | 3212/4744 [06:48<03:33,  7.17it/s]
 68%|██████▊   | 3213/4744 [06:49<03:34,  7.15it/s]
 68%|██████▊   | 3214/4744 [06:49<03:38,  6.99it/s]
 68%|██████▊   | 3216/4744 [06:49<03:26,  7.39it/s]
 68%|██████▊   | 3217/4744 [06:49<03:43,  6.83it/s]
 68%|██████▊   | 3218/4744 [06:49<03:44,  6.80it/s]
 68%|██████▊   | 3220/4744 [06:49<03:35,  7.06it/s]
 68%|██████▊   | 3221/4744 [06:50<03:52,  6.56it/s]
 68%|██████▊   | 3222/4744 [06:50<03:43,  6.82it/s]
 68%|██████▊   | 3223/4744 [06:50<03:37,  6.98it/s]
 68%|██████▊   | 3225/4744 [06:50<03:31,  7.17it/s]
 68%|██████▊   | 3226/4744 [06:50<03:47,  6.67it/s]
 68%|██████▊   | 3227/4744 [06:50<03:31,  7.16it/s]
 68%|██████▊   | 3229/4744 [06:51<03:12,  7.89it/s]
 68%|██████▊   | 3230/4744 [06:51<03:13,  7.83it/s]
 68%|██████▊   | 3231/4744 [06:51<03:09,  7.98it/s]
 68%|██████▊   | 3232/4744 [06:51<03:04,  8.22it/s]
 68%|██████▊   | 3234/4744 [06:51<02:51,  8.78it/s]
 68%|██████▊   | 3235/4744 [06:51<02:53,  8.71it/s]
 68%|██████▊   | 3236/4744 [06:51<02:51,  8.77it/s]
 68%|██████▊   | 3238/4744 [06:52<02:40,  9.41it/s]
 68%|██████▊   | 3239/4744 [06:52<02:43,  9.21it/s]
 68%|██████▊   | 3240/4744 [06:52<02:46,  9.06it/s]
 68%|██████▊   | 3241/4744 [06:52<02:48,  8.92it/s]
 68%|██████▊   | 3243/4744 [06:52<02:42,  9.26it/s]
 68%|██████▊   | 3244/4744 [06:52<02:48,  8.92it/s]
 68%|██████▊   | 3245/4744 [06:52<02:56,  8.49it/s]
 68%|██████▊   | 3247/4744 [06:53<02:57,  8.44it/s]
 68%|██████▊   | 3248/4744 [06:53<03:09,  7.91it/s]
 68%|██████▊   | 3249/4744 [06:53<03:16,  7.63it/s]
 69%|██████▊   | 3250/4744 [06:53<03:17,  7.56it/s]
 69%|██████▊   | 3252/4744 [06:53<03:03,  8.13it/s]
 69%|██████▊   | 3253/4744 [06:53<02:58,  8.34it/s]
 69%|██████▊   | 3254/4744 [06:54<02:52,  8.66it/s]
 69%|██████▊   | 3256/4744 [06:54<02:39,  9.33it/s]
 69%|██████▊   | 3257/4744 [06:54<02:40,  9.28it/s]
 69%|██████▊   | 3258/4744 [06:54<02:38,  9.35it/s]
 69%|██████▊   | 3259/4744 [06:54<02:40,  9.26it/s]
 69%|██████▊   | 3261/4744 [06:54<02:36,  9.45it/s]
 69%|██████▉   | 3262/4744 [06:54<02:47,  8.85it/s]
 69%|██████▉   | 3263/4744 [06:54<02:53,  8.51it/s]
 69%|██████▉   | 3264/4744 [06:55<02:51,  8.61it/s]
 69%|██████▉   | 3266/4744 [06:55<02:36,  9.44it/s]
 69%|██████▉   | 3267/4744 [06:55<02:37,  9.36it/s]
 69%|██████▉   | 3269/4744 [06:55<02:27, 10.00it/s]
 69%|██████▉   | 3271/4744 [06:55<02:29,  9.83it/s]
 69%|██████▉   | 3273/4744 [06:55<02:31,  9.71it/s]
 69%|██████▉   | 3275/4744 [06:56<02:24, 10.19it/s]
 69%|██████▉   | 3277/4744 [06:56<02:28,  9.86it/s]
 69%|██████▉   | 3278/4744 [06:56<02:30,  9.77it/s]
 69%|██████▉   | 3280/4744 [06:56<02:20, 10.38it/s]
 69%|██████▉   | 3282/4744 [06:56<02:23, 10.15it/s]
 69%|██████▉   | 3284/4744 [06:56<02:16, 10.66it/s]
 69%|██████▉   | 3286/4744 [06:57<02:23, 10.13it/s]
 69%|██████▉   | 3288/4744 [06:57<02:29,  9.75it/s]
 69%|██████▉   | 3290/4744 [06:57<02:23, 10.14it/s]
 69%|██████▉   | 3292/4744 [06:57<02:25,  9.95it/s]
 69%|██████▉   | 3294/4744 [06:57<02:20, 10.30it/s]
 69%|██████▉   | 3296/4744 [06:58<02:26,  9.85it/s]
 69%|██████▉   | 3297/4744 [06:58<02:35,  9.31it/s]
 70%|██████▉   | 3298/4744 [06:58<02:41,  8.94it/s]
 70%|██████▉   | 3300/4744 [06:58<02:31,  9.53it/s]
 70%|██████▉   | 3301/4744 [06:58<02:38,  9.11it/s]
 70%|██████▉   | 3302/4744 [06:58<02:41,  8.91it/s]
 70%|██████▉   | 3303/4744 [06:58<02:43,  8.79it/s]
 70%|██████▉   | 3305/4744 [06:59<02:35,  9.26it/s]
 70%|██████▉   | 3306/4744 [06:59<02:41,  8.91it/s]
 70%|██████▉   | 3307/4744 [06:59<02:45,  8.70it/s]
 70%|██████▉   | 3308/4744 [06:59<02:42,  8.85it/s]
 70%|██████▉   | 3310/4744 [06:59<02:31,  9.46it/s]
 70%|██████▉   | 3311/4744 [06:59<02:33,  9.34it/s]
 70%|██████▉   | 3312/4744 [06:59<02:34,  9.29it/s]
 70%|██████▉   | 3313/4744 [07:00<02:38,  9.00it/s]
 70%|██████▉   | 3315/4744 [07:00<02:28,  9.61it/s]
 70%|██████▉   | 3316/4744 [07:00<02:29,  9.53it/s]
 70%|██████▉   | 3317/4744 [07:00<02:34,  9.22it/s]
 70%|██████▉   | 3318/4744 [07:00<02:38,  9.01it/s]
 70%|██████▉   | 3320/4744 [07:00<02:28,  9.56it/s]
 70%|███████   | 3321/4744 [07:00<02:33,  9.27it/s]
 70%|███████   | 3322/4744 [07:00<02:35,  9.17it/s]
 70%|███████   | 3323/4744 [07:01<02:40,  8.83it/s]
 70%|███████   | 3325/4744 [07:01<02:32,  9.33it/s]
 70%|███████   | 3326/4744 [07:01<02:43,  8.65it/s]
 70%|███████   | 3327/4744 [07:01<02:54,  8.10it/s]
 70%|███████   | 3328/4744 [07:01<03:03,  7.71it/s]
 70%|███████   | 3329/4744 [07:01<03:04,  7.68it/s]
 70%|███████   | 3331/4744 [07:02<02:57,  7.97it/s]
 70%|███████   | 3332/4744 [07:02<03:00,  7.82it/s]
 70%|███████   | 3333/4744 [07:02<02:52,  8.16it/s]
 70%|███████   | 3334/4744 [07:02<02:49,  8.34it/s]
 70%|███████   | 3336/4744 [07:02<02:37,  8.95it/s]
 70%|███████   | 3337/4744 [07:02<02:33,  9.14it/s]
 70%|███████   | 3338/4744 [07:02<02:34,  9.13it/s]
 70%|███████   | 3339/4744 [07:02<02:36,  9.00it/s]
 70%|███████   | 3341/4744 [07:03<02:25,  9.64it/s]
 70%|███████   | 3342/4744 [07:03<02:40,  8.71it/s]
 70%|███████   | 3343/4744 [07:03<02:51,  8.18it/s]
 70%|███████   | 3344/4744 [07:03<02:55,  7.99it/s]
 71%|███████   | 3345/4744 [07:03<02:56,  7.92it/s]
 71%|███████   | 3347/4744 [07:03<02:48,  8.29it/s]
 71%|███████   | 3348/4744 [07:03<02:51,  8.15it/s]
 71%|███████   | 3349/4744 [07:04<02:55,  7.95it/s]
 71%|███████   | 3350/4744 [07:04<02:52,  8.08it/s]
 71%|███████   | 3352/4744 [07:04<02:42,  8.55it/s]
 71%|███████   | 3353/4744 [07:04<02:53,  8.04it/s]
 71%|███████   | 3354/4744 [07:04<03:01,  7.65it/s]
 71%|███████   | 3355/4744 [07:04<03:05,  7.50it/s]
 71%|███████   | 3356/4744 [07:05<03:05,  7.50it/s]
 71%|███████   | 3358/4744 [07:05<02:50,  8.11it/s]
 71%|███████   | 3359/4744 [07:05<02:53,  7.96it/s]
 71%|███████   | 3360/4744 [07:05<02:57,  7.80it/s]
 71%|███████   | 3361/4744 [07:05<02:56,  7.83it/s]
 71%|███████   | 3362/4744 [07:05<03:03,  7.55it/s]
 71%|███████   | 3364/4744 [07:05<02:49,  8.16it/s]
 71%|███████   | 3365/4744 [07:06<02:48,  8.18it/s]
 71%|███████   | 3366/4744 [07:06<02:51,  8.01it/s]
 71%|███████   | 3367/4744 [07:06<02:51,  8.04it/s]
 71%|███████   | 3368/4744 [07:06<02:52,  7.98it/s]
 71%|███████   | 3370/4744 [07:06<02:42,  8.44it/s]
 71%|███████   | 3371/4744 [07:06<02:47,  8.21it/s]
 71%|███████   | 3372/4744 [07:06<02:50,  8.04it/s]
 71%|███████   | 3373/4744 [07:07<02:56,  7.76it/s]
 71%|███████   | 3374/4744 [07:07<03:04,  7.44it/s]
 71%|███████   | 3376/4744 [07:07<03:03,  7.46it/s]
 71%|███████   | 3377/4744 [07:07<03:30,  6.50it/s]
 71%|███████   | 3378/4744 [07:07<03:44,  6.09it/s]
 71%|███████   | 3379/4744 [07:08<03:49,  5.96it/s]
 71%|███████   | 3380/4744 [07:08<03:53,  5.84it/s]
 71%|███████▏  | 3381/4744 [07:08<03:31,  6.43it/s]
 71%|███████▏  | 3382/4744 [07:08<03:34,  6.34it/s]
 71%|███████▏  | 3383/4744 [07:08<03:24,  6.66it/s]
 71%|███████▏  | 3384/4744 [07:08<03:15,  6.96it/s]
 71%|███████▏  | 3385/4744 [07:08<03:12,  7.05it/s]
 71%|███████▏  | 3386/4744 [07:09<03:10,  7.13it/s]
 71%|███████▏  | 3388/4744 [07:09<02:57,  7.65it/s]
 71%|███████▏  | 3389/4744 [07:09<03:01,  7.48it/s]
 71%|███████▏  | 3390/4744 [07:09<02:58,  7.60it/s]
 71%|███████▏  | 3391/4744 [07:09<02:51,  7.87it/s]
 72%|███████▏  | 3392/4744 [07:09<02:54,  7.76it/s]
 72%|███████▏  | 3394/4744 [07:09<02:38,  8.49it/s]
 72%|███████▏  | 3395/4744 [07:10<02:37,  8.58it/s]
 72%|███████▏  | 3396/4744 [07:10<02:37,  8.55it/s]
 72%|███████▏  | 3397/4744 [07:10<02:40,  8.39it/s]
 72%|███████▏  | 3398/4744 [07:10<02:40,  8.38it/s]
 72%|███████▏  | 3399/4744 [07:10<02:41,  8.34it/s]
 72%|███████▏  | 3401/4744 [07:10<02:33,  8.73it/s]
 72%|███████▏  | 3402/4744 [07:10<02:36,  8.56it/s]
 72%|███████▏  | 3403/4744 [07:10<02:41,  8.31it/s]
 72%|███████▏  | 3404/4744 [07:11<02:44,  8.15it/s]
 72%|███████▏  | 3405/4744 [07:11<02:41,  8.27it/s]
 72%|███████▏  | 3407/4744 [07:11<02:34,  8.66it/s]
 72%|███████▏  | 3408/4744 [07:11<02:42,  8.20it/s]
 72%|███████▏  | 3409/4744 [07:11<02:50,  7.84it/s]
 72%|███████▏  | 3410/4744 [07:11<02:49,  7.88it/s]
 72%|███████▏  | 3411/4744 [07:11<02:46,  8.01it/s]
 72%|███████▏  | 3412/4744 [07:12<02:48,  7.88it/s]
 72%|███████▏  | 3414/4744 [07:12<02:36,  8.52it/s]
 72%|███████▏  | 3415/4744 [07:12<02:34,  8.58it/s]
 72%|███████▏  | 3416/4744 [07:12<02:39,  8.33it/s]
 72%|███████▏  | 3417/4744 [07:12<02:40,  8.25it/s]
 72%|███████▏  | 3418/4744 [07:12<02:40,  8.26it/s]
 72%|███████▏  | 3420/4744 [07:12<02:31,  8.71it/s]
 72%|███████▏  | 3421/4744 [07:13<02:44,  8.03it/s]
 72%|███████▏  | 3422/4744 [07:13<02:53,  7.60it/s]
 72%|███████▏  | 3423/4744 [07:13<02:55,  7.51it/s]
 72%|███████▏  | 3424/4744 [07:13<02:57,  7.42it/s]
 72%|███████▏  | 3425/4744 [07:13<03:00,  7.31it/s]
 72%|███████▏  | 3427/4744 [07:13<02:53,  7.58it/s]
 72%|███████▏  | 3428/4744 [07:14<03:01,  7.24it/s]
 72%|███████▏  | 3429/4744 [07:14<03:07,  7.01it/s]
 72%|███████▏  | 3430/4744 [07:14<03:09,  6.92it/s]
 72%|███████▏  | 3431/4744 [07:14<03:09,  6.94it/s]
 72%|███████▏  | 3432/4744 [07:14<03:08,  6.97it/s]
 72%|███████▏  | 3434/4744 [07:14<02:57,  7.39it/s]
 72%|███████▏  | 3435/4744 [07:15<03:04,  7.10it/s]
 72%|███████▏  | 3436/4744 [07:15<03:03,  7.14it/s]
 72%|███████▏  | 3437/4744 [07:15<02:54,  7.50it/s]
 72%|███████▏  | 3438/4744 [07:15<02:50,  7.68it/s]
 72%|███████▏  | 3439/4744 [07:15<02:49,  7.68it/s]
 73%|███████▎  | 3441/4744 [07:15<02:50,  7.66it/s]
 73%|███████▎  | 3442/4744 [07:15<02:57,  7.34it/s]
 73%|███████▎  | 3443/4744 [07:16<03:07,  6.95it/s]
 73%|███████▎  | 3444/4744 [07:16<03:14,  6.68it/s]
 73%|███████▎  | 3445/4744 [07:16<03:10,  6.83it/s]
 73%|███████▎  | 3446/4744 [07:16<03:08,  6.89it/s]
 73%|███████▎  | 3448/4744 [07:16<02:52,  7.49it/s]
 73%|███████▎  | 3449/4744 [07:16<02:53,  7.45it/s]
 73%|███████▎  | 3450/4744 [07:17<02:51,  7.56it/s]
 73%|███████▎  | 3451/4744 [07:17<02:52,  7.50it/s]
 73%|███████▎  | 3452/4744 [07:17<02:53,  7.47it/s]
 73%|███████▎  | 3453/4744 [07:17<02:50,  7.55it/s]
 73%|███████▎  | 3454/4744 [07:17<02:51,  7.51it/s]
 73%|███████▎  | 3456/4744 [07:17<02:41,  7.96it/s]
 73%|███████▎  | 3457/4744 [07:17<02:44,  7.85it/s]
 73%|███████▎  | 3458/4744 [07:18<02:48,  7.64it/s]
 73%|███████▎  | 3459/4744 [07:18<02:46,  7.70it/s]
 73%|███████▎  | 3460/4744 [07:18<02:46,  7.73it/s]
 73%|███████▎  | 3461/4744 [07:18<02:43,  7.84it/s]
 73%|███████▎  | 3462/4744 [07:18<02:41,  7.94it/s]
 73%|███████▎  | 3464/4744 [07:18<02:30,  8.51it/s]
 73%|███████▎  | 3465/4744 [07:18<02:33,  8.31it/s]
 73%|███████▎  | 3466/4744 [07:19<02:34,  8.29it/s]
 73%|███████▎  | 3467/4744 [07:19<02:36,  8.17it/s]
 73%|███████▎  | 3468/4744 [07:19<02:39,  7.99it/s]
 73%|███████▎  | 3469/4744 [07:19<02:40,  7.94it/s]
 73%|███████▎  | 3470/4744 [07:19<02:39,  8.00it/s]
 73%|███████▎  | 3472/4744 [07:19<02:28,  8.58it/s]
 73%|███████▎  | 3473/4744 [07:19<02:29,  8.50it/s]
 73%|███████▎  | 3474/4744 [07:19<02:36,  8.09it/s]
 73%|███████▎  | 3475/4744 [07:20<02:34,  8.22it/s]
 73%|███████▎  | 3476/4744 [07:20<02:32,  8.31it/s]
 73%|███████▎  | 3477/4744 [07:20<02:30,  8.43it/s]
 73%|███████▎  | 3478/4744 [07:20<02:34,  8.22it/s]
 73%|███████▎  | 3479/4744 [07:20<02:30,  8.39it/s]
 73%|███████▎  | 3481/4744 [07:20<02:23,  8.79it/s]
 73%|███████▎  | 3482/4744 [07:20<02:30,  8.38it/s]
 73%|███████▎  | 3483/4744 [07:21<02:30,  8.39it/s]
 73%|███████▎  | 3484/4744 [07:21<02:29,  8.41it/s]
 73%|███████▎  | 3485/4744 [07:21<02:33,  8.18it/s]
 73%|███████▎  | 3486/4744 [07:21<02:32,  8.23it/s]
 74%|███████▎  | 3487/4744 [07:21<02:36,  8.05it/s]
 74%|███████▎  | 3489/4744 [07:21<02:25,  8.62it/s]
 74%|███████▎  | 3490/4744 [07:21<02:27,  8.52it/s]
 74%|███████▎  | 3491/4744 [07:21<02:28,  8.44it/s]
 74%|███████▎  | 3492/4744 [07:22<02:29,  8.37it/s]
 74%|███████▎  | 3493/4744 [07:22<02:30,  8.30it/s]
 74%|███████▎  | 3494/4744 [07:22<02:29,  8.38it/s]
 74%|███████▎  | 3495/4744 [07:22<02:35,  8.05it/s]
 74%|███████▎  | 3496/4744 [07:22<02:34,  8.07it/s]
 74%|███████▎  | 3497/4744 [07:22<02:32,  8.19it/s]
 74%|███████▍  | 3499/4744 [07:22<02:34,  8.07it/s]
 74%|███████▍  | 3500/4744 [07:23<02:40,  7.73it/s]
 74%|███████▍  | 3501/4744 [07:23<02:43,  7.61it/s]
 74%|███████▍  | 3502/4744 [07:23<02:38,  7.83it/s]
 74%|███████▍  | 3503/4744 [07:23<03:38,  5.67it/s]
 74%|███████▍  | 3504/4744 [07:23<03:27,  5.98it/s]
 74%|███████▍  | 3505/4744 [07:24<03:49,  5.41it/s]
 74%|███████▍  | 3506/4744 [07:24<04:04,  5.07it/s]
 74%|███████▍  | 3508/4744 [07:24<03:47,  5.42it/s]
 74%|███████▍  | 3509/4744 [07:24<04:06,  5.01it/s]
 74%|███████▍  | 3510/4744 [07:25<04:14,  4.84it/s]
 74%|███████▍  | 3511/4744 [07:25<03:48,  5.39it/s]
 74%|███████▍  | 3512/4744 [07:25<03:59,  5.14it/s]
 74%|███████▍  | 3513/4744 [07:25<04:05,  5.01it/s]
 74%|███████▍  | 3514/4744 [07:25<04:15,  4.81it/s]
 74%|███████▍  | 3515/4744 [07:25<04:11,  4.89it/s]
 74%|███████▍  | 3516/4744 [07:26<03:50,  5.33it/s]
 74%|███████▍  | 3517/4744 [07:26<03:46,  5.43it/s]
 74%|███████▍  | 3518/4744 [07:26<03:59,  5.12it/s]
 74%|███████▍  | 3519/4744 [07:26<03:56,  5.17it/s]
 74%|███████▍  | 3520/4744 [07:26<03:50,  5.31it/s]
 74%|███████▍  | 3521/4744 [07:27<03:54,  5.21it/s]
 74%|███████▍  | 3522/4744 [07:27<04:09,  4.90it/s]
 74%|███████▍  | 3523/4744 [07:27<03:44,  5.44it/s]
 74%|███████▍  | 3524/4744 [07:27<04:01,  5.05it/s]
 74%|███████▍  | 3525/4744 [07:27<04:19,  4.70it/s]
 74%|███████▍  | 3526/4744 [07:28<04:33,  4.46it/s]
 74%|███████▍  | 3527/4744 [07:28<04:05,  4.95it/s]
 74%|███████▍  | 3528/4744 [07:28<04:02,  5.01it/s]
 74%|███████▍  | 3529/4744 [07:28<04:18,  4.71it/s]
 74%|███████▍  | 3530/4744 [07:28<03:50,  5.28it/s]
 74%|███████▍  | 3531/4744 [07:29<04:01,  5.02it/s]
 74%|███████▍  | 3532/4744 [07:29<03:46,  5.35it/s]
 74%|███████▍  | 3533/4744 [07:29<04:04,  4.94it/s]
 74%|███████▍  | 3534/4744 [07:29<04:10,  4.83it/s]
 75%|███████▍  | 3535/4744 [07:30<04:27,  4.53it/s]
 75%|███████▍  | 3536/4744 [07:30<03:55,  5.12it/s]
 75%|███████▍  | 3537/4744 [07:30<04:17,  4.68it/s]
 75%|███████▍  | 3538/4744 [07:30<04:07,  4.87it/s]
 75%|███████▍  | 3539/4744 [07:30<03:45,  5.35it/s]
 75%|███████▍  | 3540/4744 [07:30<03:21,  5.97it/s]
 75%|███████▍  | 3541/4744 [07:31<03:18,  6.06it/s]
 75%|███████▍  | 3542/4744 [07:31<03:21,  5.98it/s]
 75%|███████▍  | 3543/4744 [07:31<03:24,  5.86it/s]
 75%|███████▍  | 3544/4744 [07:31<03:20,  5.98it/s]
 75%|███████▍  | 3545/4744 [07:31<03:19,  6.01it/s]
 75%|███████▍  | 3546/4744 [07:31<03:14,  6.15it/s]
 75%|███████▍  | 3547/4744 [07:32<03:15,  6.11it/s]
 75%|███████▍  | 3548/4744 [07:32<03:15,  6.13it/s]
 75%|███████▍  | 3549/4744 [07:32<03:13,  6.18it/s]
 75%|███████▍  | 3550/4744 [07:32<02:57,  6.73it/s]
 75%|███████▍  | 3551/4744 [07:32<02:55,  6.79it/s]
 75%|███████▍  | 3552/4744 [07:32<02:39,  7.48it/s]
